Fabricante,Modelo,Ano,Categoria,Couro,Combustivel,Volume_motor,Km,Cilindros,Tipo_cambio,Tracao,Portas,Rodas,Cor,Airbags,Preco,Numero_proprietarios
HONDA,Shuttle,2015,Hatchback,o,Hibrido,1.5,,4,Automatico,Dianteira,45,14,Branco,6,15000,3
FORD,Taurus,2015,Sedan,Sim,Gasol.,2,87704,4,Automatico,Dianteira,45,31,Preto,4,40092,5
TOYOTA,Prius,2010,SUV,Sim,Hibrido,1.8,221760,4,Automatico,Dianteira,45,15,Azul,12,706,4
LEXUS,GX 460,2010,SUV,Sim,gasoli,4.6,275240,8,Automatico,4x4,45,32,Prata,0,15681,2
CHEVROLET,Cruze,2018,Sedan,o,Gasoli,1.4,,4,Automatico,Dianteira,45,31,Prata,0,14740,5
HYUNDAI,Sota,2011,Sedan,Sim,Hibrido,2.4,51600,4,Tiptronic,Dianteira,45,3,Red,8,17249,2
HYUNDAI,Genesis,2009,Cupê,Sim,Gasol.,2,125350,4,Automatico,Dianteira,45,13,Cinza,4,16358,5
SSANGYONG,Actyon,2017,SUV,Sim,Dies.,1.6,81665,4,Automatico,Dianteira,45,20,Preto,4,43868,3
CHEVROLET,Captiva,2007,SUV,o,diesel,2.0 Turbo,230000,4,Manual,4x4,45,24,Cinza,6,19444,3
TOYOTA,Yaris iA,2015,Sedan,o,Gasol.,1.5,,4,Tiptronic,Dianteira,45,13,Preto,12,17249,4
BMW,X5,2014,SUV,Sim,DIESEL,3.0 Turbo,93000,6,Tiptronic,4x4,45,1,Branco,0,95651,5
TOYOTA,Prius C,2015,Hatchback,o,Hibrido,1.5,144000,4,Automatico,Dianteira,45,7,Preto,10,20385,2
AUDI,Q5,2011,SUV,o,Gasol.,3.2,174000,6,Tiptronic,4x4,45,29,Preto,0,14740,2
FORD,Focus Flexfuel,2015,Sedan,o,Gasoli,2,165616,4,Automatico,Dianteira,45,21,Preto,6,16308,1
HYUNDAI,Tucson,2015,SUV,Sim,Gasoli,2,106442,4,Automatico,Dianteira,45,1,Branco,0,470,1
HONDA,FIT,2011,Hatchback,o,GASOLI,1.3,115000,4,Automatico,Dianteira,45,26,Prata,4,11917,3
TOYOTA,Prius,2013,Sedan,o,Hibrido,1.8,115000,4,Variator,Dianteira,45,13,Azul ceu,12,23521,3
LEXUS,ES 350,2016,Sedan,Sim,Hibrido,2.5,129989,4,Automatico,Dianteira,45,14,Cinza,12,784,4
HYUNDAI,Sota,2012,Sedan,o,Hibrido,2.4,67000,4,Tiptronic,Dianteira,45,26,Branco,12,80,4
MERCEDESBENZ,GL 550,2013,SUV,Sim,Gasoli,4.7 Turbo,130000,8,Tiptronic,4x4,45,10,Preto,12,81539,5
MERCEDESBENZ,GLE 350,2016,SUV,Sim,Gasoli,3,,6,Automatico,4x4,45,1,Preto,12,20071,2
HYUNDAI,Santa FE,2010,SUV,Sim,diesel,2.2,68558,4,Automatico,Dianteira,45,7,Preto,4,12083,5
NISSAN,March,2013,Hatchback,Sim,Gasoli,1.2,107135,4,Automatico,Dianteira,45,28,Preto,4,4980,4
SSANGYONG,REXTON,2011,SUV,Sim,Diesel,2.7,260000,4,Automatico,Dianteira,45,3,Branco,4,18240,5
CHEVROLET,Captiva,2007,SUV,Sim,DIESEL,2,62336,4,Automatico,Dianteira,45,26,Branco,4,7683,2
MAZDA,CX9,2011,Sedan,Sim,Gasoli,3.7,134157,6,Automatico,4x4,45,2,Preto,12,549,3
KIA,RIO,2016,Sedan,o,Gasol.,1.2,91000,4,Manual,Dianteira,45,17,Prata,2,16308,2
HONDA,FIT,2006,Hatchback,o,GASOLI,1.3,111111,4,Variator,4x4,45,18,Preto,0,8624,5
CHEVROLET,Cruze,2014,Sedan,Sim,GASOLI,1.4,127024,4,Automatico,Dianteira,45,2,Preto,4,16766,3
LEXUS,GX 460,2015,SUV,Sim,Gasoli,4.6,,8,Automatico,4x4,45,12,Preto,0,706,3
BMW,320 I,1995,Sedan,o,Gasoli,2,354000,6,Manual,Traseira,45,16,Azul,2,6272,2
TOYOTA,RAV 4,2016,SUV,Sim,GASOLI,2.5,95762,4,Automatico,4x4,45,11,Preto,12,7997,2
LEXUS,GX 470,2013,SUV,Sim,GASOLI,4.6,202651,8,Automatico,4x4,45,22,Preto,0,54568,2
MERCEDESBENZ,CLS 350,2007,Sedan,Sim,GASOLI,3.5,127000,8,Tiptronic,Traseira,45,21,Prata,8,23521,2
TOYOTA,Prius,2015,Hatchback,Sim,Hibrido,1.8,1000,4,Automatico,Dianteira,45,22,Branco,12,30,1
HYUNDAI,Sota,2015,Sedan,Sim,Gasoli,2.4,170000,4,Tiptronic,Dianteira,45,15,Marrom,10,15367,2
HYUNDAI,Elantra,2020,Sedan,Sim,GASOLI,2,25038,4,Automatico,Dianteira,45,12,Cinza,12,15210,5
BMW,X6,2010,SUV,Sim,Gasoli,3.5 Turbo,165000,6,Tiptronic,4x4,45,27,Preto,8,50178,3
FORD,Fusion,2010,Sedan,Sim,Gasol.,2.5,147790,4,Automatico,Dianteira,45,19,Azul,12,220,2
TOYOTA,Prius,2007,Hatchback,o,Hibrido,1.5,212000,4,Variator,Dianteira,45,27,Red,8,11290,1
SUBARU,Forester,2003,SUV,Sim,Gasol.,2,155000,4,Automatico,4x4,45,23,Verde,2,12000,3
HYUNDAI,Elantra,2007,Sedan,Sim,Dies.,1.6,120455,4,Automatico,Dianteira,45,32,Prata,4,8643,3
TOYOTA,Aqua G,2014,Hatchback,o,Hibrido,1.5,104200,4,Tiptronic,Dianteira,45,6,Roxo,4,11133,5
MERCEDESBENZ,ML 350,2013,SUV,Sim,Gasoli,3.5,127416,6,Automatico,4x4,45,18,Branco,12,706,3
MERCEDESBENZ,ML 350,2012,SUV,Sim,diesel,3,145227,6,Automatico,4x4,45,4,Cinza,12,157,3
TOYOTA,Prius,2007,Sedan,o,Hibrido,1.5,230000,8,Automatico,Dianteira,45,20,Branco,8,10976,5
TOYOTA,Prius,2010,Hatchback,Sim,Hibrido,1.8,238469,4,Automatico,Dianteira,45,24,Red,0,627,1
SUZUKI,Swift Sport,2007,Hatchback,o,gasoli,1.6,160000,4,Automatico,Dianteira,45,25,Preto,8,9722,5
TOYOTA,Camry,2018,Sedan,Sim,Hibrido,2.5,127515,4,Automatico,Dianteira,45,20,Preto,12,9722,2
MERCEDESBENZ,ML 350,2013,SUV,Sim,Gasoli,3.5,85862,6,Tiptronic,4x4,45,15,Cinza,12,47042,1
FORD,Taurus,2011,Sedan,Sim,GASOLI,3.5,139934,4,Automatico,Dianteira,45,19,Prata,4,20469,1
CHEVROLET,Captiva,2011,SUV,Sim,Dies.,2.2,189000,4,Automatico,Dianteira,45,8,Preto,4,18616,4
TOYOTA,RAV 4,2016,SUV,Sim,Gasoli,2.5,0,4,Automatico,4x4,45,12,Red,12,2038,1
FORD,Fusion,2014,Sedan,Sim,Gasoli,2.0 Turbo,27579,4,Tiptronic,Dianteira,45,28,Vermelho,12,21326,1
HONDA,FIT,2012,Hatchback,o,gasoli,1.3,108000,4,Automatico,Dianteira,45,24,Azul,6,7840,1
NISSAN,Note,2012,Hatchback,o,gasoli,1.2,29000,3,Variator,Dianteira,45,27,Branco,2,10000,5
HYUNDAI,Tucson,2014,SUV,Sim,diesel,2,75584,4,Automatico,Dianteira,45,30,Cinza,4,40556,2
LEXUS,CT 200h,2014,Hatchback,Sim,Hibrido,1.8,,4,Automatico,Dianteira,45,2,Red,0,11447,3
MITSUBISHI,Outlander,2010,SUV,o,Gasoli,2.4,130000,4,Automatico,4x4,45,32,Prata,6,17562,1
HONDA,FIT,2017,Hatchback,Sim,GASOLI,1.3,85000,4,Automatico,Dianteira,45,12,Preto,4,28015,3
HYUNDAI,Sota,2012,Sedan,o,Hibrido,2.4,69805,4,Tiptronic,Dianteira,45,14,Preto,12,17249,1
HYUNDAI,H1,2012,Universal,Sim,Diesel,2.5,205425,4,Automatico,Dianteira,45,31,Amarelo,4,19369,2
FORD,Fusion,2015,Sedan,o,GASOLI,2,128000,4,Tiptronic,Dianteira,45,6,Branco,10,20385,2
JEEP,Patriot,2015,SUV,Sim,gasoli,2.4,113821,4,Automatico,Dianteira,45,15,Branco,12,2195,1
HYUNDAI,Elantra,2013,Hatchback,Sim,GASOLI,1.8,96500,4,Tiptronic,Dianteira,45,9,Cinza,6,19000,4
SEAT,Leon,2002,Hatchback,o,Diesel,1.9,111111,4,Manual,Dianteira,45,26,Preto,4,5959,4
TOYOTA,Prius,2011,Hatchback,Sim,Hibrido,1.8,230939,4,Automatico,Dianteira,45,26,Azul,12,282,1
MERCEDESBENZ,GLE 350,2016,SUV,Sim,Gasoli,2.0 Turbo,29500,4,Tiptronic,4x4,45,28,Cinza,12,79971,1
MERCEDESBENZ,300,2010,Sedan,Sim,Gasol.,3,166400,6,Automatico,Traseira,45,15,Preto,8,15681,2
REULT,Duster,2014,SUV,o,Diesel,1.5 Turbo,92200,4,Manual,4x4,45,2,Branco,4,21953,4
TOYOTA,Yaris,2007,Hatchback,o,Gasoli,1.5,230400,4,Automatico,Dianteira,23,26,Cinza,4,10976,4
HYUNDAI,H1,2014,Minivan,Sim,DIESEL,2.5,117466,4,Automatico,Dianteira,45,16,Cinza,4,34673,2
MAZDA,CX7,2011,Sedan,Sim,Gasol.,2.5,216550,4,Automatico,Dianteira,45,22,Preto,12,,5
HYUNDAI,Sota,2014,Sedan,Sim,Hibrido,2.4,95296,6,Tiptronic,Traseira,45,29,Branco,10,22580,5
TOYOTA,Highlander,2008,SUV,Sim,Hibrido,3.3,,6,Automatico,4x4,45,4,Prata,12,314,4
KIA,Optima,2013,Sedan,Sim,Hibrido,2.4,0,4,Automatico,Dianteira,45,13,Preto,12,784,3
HONDA,FIT,2003,Hatchback,o,gasoli,1.5,209000,4,Tiptronic,4x4,45,32,Branco,0,40,5
CHEVROLET,Captiva,2015,SUV,Sim,DIESEL,2,88392,4,Automatico,Dianteira,45,29,Branco,4,37062,3
TOYOTA,Prius,2007,Hatchback,o,Hibrido,1.5,77777,4,Automatico,Dianteira,45,24,Red,6,10036,2
BMW,X5,2009,SUV,Sim,GASOLI,3.5,1000,6,Tiptronic,4x4,45,22,Prata,10,23834,2
HYUNDAI,Sota,2012,Sedan,Sim,Hibrido,2.4,88300,6,Automatico,Dianteira,45,6,Cinza,6,22894,1
VOLKSWAGEN,Jetta,1999,Sedan,Sim,GASOLI,2,185000,4,Manual,Dianteira,45,25,Prata,0,4704,5
MERCEDESBENZ,E 200,1996,Sedan,o,Gás tural,2,777777,4,Manual,Traseira,45,32,Prata,4,4704,4
LEXUS,GX 470,2015,SUV,Sim,GASOLI,4.6,,8,Automatico,4x4,45,2,Preto,0,47042,4
AUDI,Q7 sport,2011,SUV,Sim,DIESEL,3,65000,6,Tiptronic,4x4,45,14,Branco,12,37633,5
VAZ,2121 (Niva),2014,SUV,o,Gasol.,1.7,35000,4,Manual,4x4,23,21,Verde,2,18503,3
MERCEDESBENZ,S 550,2013,Sedan,Sim,Gasoli,4.7 Turbo,,8,Automatico,4x4,45,10,Preto,12,34500,3
HYUNDAI,Tucson,2019,Sedan,Sim,Gasoli,2,31200,4,Automatico,4x4,45,23,Azul,12,17876,5
MERCEDESBENZ,ML 350,2003,SUV,Sim,GASOLI,3.5,273363,6,Tiptronic,4x4,45,6,Cinza,9,12858,3
HYUNDAI,Genesis,2010,Cupê,Sim,gasoli,2,108981,4,Automatico,Dianteira,45,7,Amarelo,4,27755,1
TOYOTA,Camry,2014,Sedan,Sim,Hibrido,2.5,109798,4,Automatico,Dianteira,45,4,Branco,12,5488,3
TOYOTA,Aqua,2012,Hatchback,o,Hibrido,1.5,141000,4,Automatico,Dianteira,45,3,Prata,4,10036,3
OPEL,Combo,2007,Vagao de carga,o,Gasol.,1.4,260000,4,Manual,Dianteira,23,28,Branco,1,8154,1
DAEWOO,Lacetti,2010,Sedan,Sim,gasoli,1.8,46527,4,Automatico,Dianteira,45,8,Preto,4,,3
OPEL,Vectra C,2003,Sedan,o,Gasol.,2.2,180000,4,Tiptronic,Dianteira,45,18,Azul,12,8467,5
FORD,Tourneo Connect,2012,Vagao de carga,o,diesel,1.8 Turbo,145000,4,Manual,Dianteira,23,29,Branco,2,14113,4
HYUNDAI,Genesis,2010,Cupê,Sim,Gasoli,2,191263,4,Automatico,Dianteira,45,6,Branco,4,16756,1
FORD,Fusion,2014,Sedan,o,Gasol.,2.5,148800,4,Tiptronic,Dianteira,45,2,Preto,6,20385,1
TOYOTA,Camry,2014,Sedan,Sim,Hibrido,2.5,115312,4,Automatico,Dianteira,45,6,Cinza,12,706,2
HONDA,FIT,2013,Hatchback,Sim,GASOLI,1.5,118232,4,Automatico,Dianteira,45,2,Prata,12,1568,2
HONDA,Insight,2012,Hatchback,o,Gasoli,1.3,172800,4,Variator,Dianteira,45,4,Preto,8,16621,2
MERCEDESBENZ,E 350,2014,Sedan,Sim,gasoli,3.5,149486,6,Automatico,4x4,45,18,Prata,12,314,2
HYUNDAI,Tucson,2010,SUV,Sim,Diesel,2,216751,4,Automatico,Dianteira,45,19,Prata,4,22063,3
FORD,Transit Connect Prastoi,2005,Vagao de carga,o,Diesel,1.8 Turbo,189000,4,Manual,Dianteira,45,13,Red,4,8938,1
INFINITI,FX35,2003,SUV,Sim,GASOLI,3.5,,4,Tiptronic,Traseira,45,20,Dourado,6,16621,4
HONDA,Elysion,2011,Minivan,Sim,Gasol.,2.4,132000,4,Automatico,Dianteira,>5,26,Branco,2,15053,3
MAZDA,Verisa 2007,2007,Hatchback,o,GASOLI,1.4,180000,4,Automatico,Dianteira,45,19,Branco,4,7840,5
TOYOTA,Camry sport se,2012,Sedan,Sim,GASOLI,2.5,,4,Tiptronic,Dianteira,45,31,Prata,12,24775,5
FORD,CMAX,2013,Hatchback,Sim,Hibrido,2,161000,4,Automatico,Dianteira,45,13,Cinza,12,,5
TOYOTA,Prius,2005,Sedan,o,Hibrido,1.5,205000,4,Variator,Dianteira,45,29,Prata,8,12544,5
MERCEDESBENZ,ML 280,2009,SUV,Sim,DIESEL,3.0 Turbo,158000,6,Tiptronic,4x4,45,25,Preto,8,34494,3
BMW,X5,2003,SUV,Sim,Gasol.,3,1000,6,Tiptronic,4x4,45,27,Cinza,6,13172,1
TOYOTA,Aqua,2012,Hatchback,Sim,Gasol.,1.5,,4,Automatico,Dianteira,45,29,Azul,4,18422,3
FIAT,500,2013,Sedan,Sim,GASOLI,1.4,95000,4,Tiptronic,Dianteira,45,3,Red,8,10036,1
MERCEDESBENZ,E 200,2008,Sedan,Sim,diesel,2.2 Turbo,0,4,Automatico,Traseira,45,16,Branco,4,18817,4
TOYOTA,Prius,2010,Hatchback,o,Hibrido,1.8,240000,4,Automatico,Dianteira,45,6,Branco,7,18503,3
HONDA,Crv,2016,SUV,Sim,Gasoli,2.4,,4,Automatico,4x4,45,25,Preto,12,10036,4
LEXUS,GX 470,2009,SUV,Sim,Gasoli,4.7,,8,Automatico,4x4,45,28,Preto,0,2430,5
SUZUKI,Grand Vitara,2005,SUV,o,GASOLI,2.7 Turbo,170000,6,Manual,Traseira,45,17,Cinza,8,13172,5
TOYOTA,Prius,2012,Sedan,Sim,Hibrido,1.8,89000,4,Variator,Dianteira,45,3,Preto,10,18503,4
TOYOTA,Camry,2019,Sedan,Sim,Hibrido,2.5,9626,4,Automatico,Dianteira,45,7,Preto,12,3450,2
TOYOTA,Aqua,2017,Hatchback,Sim,Hibrido,1.5,86658,4,Automatico,Dianteira,45,8,Branco,4,15273,4
TOYOTA,RAV 4,2017,SUV,Sim,gasoli,2.5,55362,4,Automatico,4x4,45,26,Azul,12,18189,2
VOLKSWAGEN,Golf 4,1998,Hatchback,o,Gás tural,1.6,272000,4,Manual,Dianteira,45,7,Prata,0,6000,5
TOYOTA,Prius,2012,Hatchback,o,Gasoli,1.8,230400,4,Automatico,Dianteira,45,24,Prata,8,18817,2
LEXUS,RX 450,2010,SUV,Sim,Hibrido,3.5,167222,6,Automatico,4x4,45,7,Preto,12,5018,3
SSANGYONG,REXTON,2011,SUV,Sim,Dies.,2,,4,Automatico,Dianteira,45,27,Branco,4,29094,1
TOYOTA,Highlander,2008,Sedan,Sim,Hibrido,3.3,,6,Automatico,4x4,45,15,Branco,12,125,1
BMW,X5,2011,SUV,Sim,gasoli,3,0,6,Automatico,4x4,45,31,Preto,12,2979,2
HONDA,Insight,2011,Hatchback,Sim,Hibrido,1.3,288704,4,Automatico,Dianteira,45,16,Branco,0,706,5
MERCEDESBENZ,B 170,2007,Sedan,Sim,Gasoli,1.7,102000,4,Automatico,Dianteira,45,24,Preto,11,11917,3
HYUNDAI,Tucson,2012,SUV,Sim,DIESEL,2,119310,4,Automatico,Dianteira,45,9,Prata,4,21103,5
MERCEDESBENZ,GLE 400 A M G,2016,SUV,Sim,GASOLI,3.0 Turbo,73000,6,Tiptronic,4x4,45,22,Preto,12,254024,3
LEXUS,RX 450,2016,SUV,Sim,Hibrido,3.5,0,6,Automatico,Dianteira,45,25,Cinza,12,34811,5
MAZDA,1000,2016,SUV,Sim,Gasoli,2.5,0,4,Automatico,4x4,45,13,Azul,12,1098,3
TOYOTA,Prius C,2013,Hatchback,o,Hibrido,1.5,79000,4,Automatico,Dianteira,45,3,Cinza,8,17249,2
LEXUS,GX 460,2012,SUV,Sim,Gasoli,4.6,255406,8,Automatico,4x4,45,22,Preto,0,12858,1
AUDI,A4,2014,Sedan,Sim,Gasoli,2,42395,4,Automatico,4x4,45,11,Cinza,0,1254,5
KIA,Optima,2014,Sedan,Sim,GASOLI,2.4,80000,4,Tiptronic,Dianteira,45,3,Preto,12,29793,3
BMW,X5,2013,SUV,Sim,Gasoli,3,168395,6,Automatico,4x4,45,7,Preto,12,13485,3
MERCEDESBENZ,E 550,2008,Sedan,Sim,Gasoli,5.5,162000,8,Tiptronic,Traseira,45,25,Preto,12,26657,4
LEXUS,RX 400,2005,SUV,Sim,Hibrido,3.3,190000,6,Variator,4x4,45,24,Prata,8,18189,5
TOYOTA,Ist,2002,Hatchback,o,Gasoli,1.3,190000,4,Automatico,Dianteira,45,18,Prata,0,8781,2
TOYOTA,Tacoma,2019,Sedan,Sim,GASOLI,3.5,,6,Automatico,Traseira,45,2,Prata,12,31047,4
NISSAN,Versa,2018,Sedan,Sim,Gasol.,1.6,0,4,Automatico,Dianteira,45,27,Cinza,12,2587,4
TOYOTA,Highlander LIMITED,2009,SUV,Sim,Hibrido,3.3,68609,4,Automatico,4x4,45,1,Prata,8,39201,3
BMW,328,2000,Cupê,o,Gasoli,2.8,230000,6,Manual,Traseira,23,18,Azul,2,8311,3
MERCEDESBENZ,Sprinter,2006,Microonibus,o,Dies.,2.9 Turbo,300000,5,Manual,Traseira,45,21,Branco,0,21953,4
HONDA,FIT,2012,Hatchback,o,Gasol.,1.3,81000,4,Automatico,Dianteira,45,26,Branco,4,,3
BMW,X5,2014,SUV,Sim,Diesel,3,141384,6,Automatico,4x4,45,1,Azul,0,25089,4
TOYOTA,4Runner,2007,SUV,Sim,Gasol.,4.7,2200000,8,Automatico,4x4,>5,9,Preto,6,27598,5
HYUNDAI,Santa FE,2015,SUV,Sim,DIESEL,2.2,208082,4,Automatico,Dianteira,45,23,Branco,4,43548,5
MERCEDESBENZ,C 300,2012,Sedan,Sim,Gasol.,3,160000,6,Tiptronic,4x4,45,1,Prata,16,28225,1
BMW,X5,2011,SUV,Sim,Diesel,3,207694,6,Automatico,4x4,45,20,Preto,0,10036,2
TOYOTA,Tacoma,2013,SUV,Sim,Gasoli,4,239342,6,Automatico,4x4,45,30,Prata,12,220,2
TOYOTA,Prius,2012,Sedan,o,Hibrido,1.8,,4,Automatico,Dianteira,45,14,Prata,10,19757,5
BMW,X5,2007,SUV,Sim,Gasoli,4.8,220000,8,Tiptronic,4x4,45,14,Preto,12,29793,1
CHEVROLET,Cruze,2012,Sedan,Sim,Gasoli,1.4 Turbo,158000,4,Automatico,Dianteira,45,19,Branco,12,11604,3
FIAT,Doblo,2002,Vagao de carga,o,Dies.,1.9,,4,Manual,Dianteira,45,6,Amarelo,12,8467,2
HYUNDAI,Elantra,2012,Sedan,Sim,Gasoli,1.6,68976,4,Automatico,Dianteira,45,24,Branco,4,16160,2
VOLKSWAGEN,Passat,2017,Sedan,Sim,Gasoli,1.8 Turbo,,4,Tiptronic,Dianteira,45,6,Branco,8,34497,3
FORD,Fusion,2013,Sedan,Sim,Hibrido,2,174619,4,Automatico,Dianteira,45,14,Cinza,0,,3
NISSAN,March,2004,Hatchback,o,Gás tural,1.2,145000,4,Automatico,Dianteira,45,8,Red,0,6899,3
HYUNDAI,Elantra,2010,Sedan,Sim,gasoli,1.6,87640,4,Automatico,Dianteira,45,17,Cinza,4,14834,2
TOYOTA,Prius C,2014,Hatchback,o,Hibrido,1.5,60000,4,Automatico,Dianteira,45,13,Cinza,12,20385,4
JEEP,Grand Cherokee LAREDO,2006,SUV,Sim,Gás tural,3.7,157000,6,Tiptronic,4x4,>5,11,Prata,8,18189,4
HYUNDAI,Sota,2013,Sedan,o,Gasol.,2.4,240000,4,Tiptronic,Dianteira,45,9,Preto,10,15053,1
SSANGYONG,REXTON,2013,SUV,Sim,Dies.,2,126116,4,Automatico,Dianteira,45,22,Preto,4,36808,5
SUZUKI,Grand Vitara,1998,SUV,Sim,Gasol.,2.5,320000,6,Automatico,Traseira,45,26,Preto,0,4704,3
MERCEDESBENZ,E 300,2017,Sedan,Sim,Gasol.,2,50930,4,Automatico,Traseira,45,28,Preto,12,,4
NISSAN,Tiida,2006,Sedan,o,Gasoli,1.5,184000,4,Automatico,Dianteira,45,15,Prata,8,8467,3
TOYOTA,Prius,2010,Hatchback,Sim,Hibrido,1.8,344434,4,Automatico,Dianteira,45,3,Prata,12,470,3
BMW,X5,2009,SUV,Sim,DIESEL,3.0 Turbo,10000,6,Automatico,4x4,45,32,Preto,12,29793,1
MERCEDESBENZ,CLK 200,1997,Cupê,o,Gasoli,2,14000,4,Manual,Traseira,23,13,Preto,2,6893,3
TOYOTA,Highlander,2012,SUV,Sim,Gasol.,3.5,285186,6,Automatico,Dianteira,45,2,Cinza,12,9879,5
FORD,Escape,2010,SUV,Sim,Hibrido,2.5,174926,4,Automatico,Dianteira,45,17,Cinza,0,862,4
MERCEDESBENZ,E 270 CDI,2001,Sedan,o,diesel,2.7 Turbo,245000,5,Tiptronic,Traseira,45,2,Preto,10,10349,3
MERCEDESBENZ,CLK 230,2004,Cupê,Sim,Gasol.,2.3,328000,4,Manual,Traseira,23,10,Azul,0,3,5
FORD,Focus,2015,Hatchback,o,Gasol.,2,21000,4,Manual,Dianteira,45,21,Vermelho,10,18189,4
BMW,528,2011,Sedan,Sim,GASOLI,3,,6,Tiptronic,Traseira,45,8,Preto,10,26657,2
MAZDA,MPV,2003,Minivan,o,Gás tural,2.3,170000,4,Automatico,Dianteira,>5,26,Branco,8,4547,5
HYUNDAI,Elantra,2011,Sedan,Sim,Gasoli,1.6,141799,4,Automatico,Dianteira,45,4,Branco,4,19416,2
MERCEDESBENZ,Vito,2007,Minivan,o,DIESEL,2.2 Turbo,275000,4,Tiptronic,Traseira,45,18,Prata,7,24148,1
TOYOTA,Camry,2018,Sedan,Sim,Hibrido,2.5,35058,4,Automatico,Dianteira,45,3,Branco,12,18817,3
VOLKSWAGEN,Golf,2011,Hatchback,Sim,Diesel,2,129651,4,Automatico,Dianteira,45,21,Preto,12,2352,3
DODGE,Challenger,2016,Cupê,Sim,GASOLI,3.6,127245,6,Automatico,Traseira,23,24,Red,12,1646,3
TOYOTA,Camry,2012,Sedan,Sim,Gasol.,2.5,200870,4,Automatico,Dianteira,45,15,Prata,12,4077,4
HYUNDAI,H1,2013,Minivan,Sim,DIESEL,2.5,69315,4,Automatico,Dianteira,45,3,Preto,4,22433,2
FORD,Fusion,2012,Sedan,Sim,Gasoli,2.5,109536,4,Automatico,Dianteira,45,24,Cinza,12,1176,4
FORD,Fusion,2012,Sedan,Sim,Hibrido,2,145814,4,Automatico,Dianteira,45,19,Branco,0,25716,5
TOYOTA,Prius,2008,Sedan,o,Hibrido,1.5,200000,4,Variator,Dianteira,45,6,Branco,5,11917,5
VOLKSWAGEN,Jetta,2016,Sedan,Sim,Gasol.,1.8 Turbo,50000,4,Tiptronic,Dianteira,45,23,Cinza,16,20385,4
HYUNDAI,H1,2017,Universal,Sim,Diesel,2.5,93000,4,Automatico,Dianteira,45,3,Prata,4,52696,2
FORD,Mustang,2016,Cupê,Sim,gasoli,2.3 Turbo,80000,4,Tiptronic,Traseira,23,16,Azul,8,47042,1
TOYOTA,Prius,2007,Hatchback,o,Hibrido,1.5,141000,4,Tiptronic,Dianteira,45,1,Prata,8,12231,4
HONDA,FIT,2006,Hatchback,o,GASOLI,1.3,11000,4,Automatico,4x4,45,14,Azul,4,60,1
TOYOTA,Prius,2008,Sedan,o,Hibrido,1.5,280195,4,Automatico,Dianteira,45,3,Red,8,14113,4
HONDA,Civic,2018,Sedan,Sim,Gasol.,2,26134,4,Automatico,Dianteira,45,30,Preto,4,56509,2
VOLKSWAGEN,Golf,1992,Hatchback,o,Gás tural,2,,4,Manual,Dianteira,45,2,Preto,4,3450,1
LEXUS,GX 460,2015,SUV,Sim,gasoli,4.6,,8,Automatico,4x4,45,20,Preto,0,784,2
BMW,528,1998,Sedan,o,GASOLI,2.8,290000,6,Manual,Traseira,45,9,Verde,4,7213,5
LEXUS,RX 450,2010,SUV,Sim,Hibrido,3.5,311949,6,Automatico,Dianteira,45,27,Prata,12,282,1
LEXUS,GX 460,2015,SUV,Sim,gasoli,4.6,102907,8,Automatico,4x4,45,19,Preto,0,706,1
HYUNDAI,Santa FE,2017,SUV,Sim,Dies.,2,101515,4,Automatico,Dianteira,45,28,Branco,4,59087,5
VOLKSWAGEN,Passat Se,2012,Sedan,Sim,Gasoli,2.5,154000,5,Tiptronic,Dianteira,45,19,Azul,10,15681,4
BMW,X5 3.5,2014,SUV,Sim,Gasoli,3.0 Turbo,196000,6,Tiptronic,4x4,45,27,Preto,12,70562,1
HYUNDAI,Sota,2018,Sedan,Sim,GASOLI,2,40808,4,Automatico,Dianteira,45,1,Preto,4,,1
HYUNDAI,Sota,2018,Sedan,Sim,Gasol.,2,25255,4,Automatico,Dianteira,45,30,Branco,4,64463,2
FORD,Transit,1994,Microonibus,o,diesel,2.5,111000,4,Manual,Traseira,45,14,Branco,0,6272,3
BMW,X5 3.0i,2003,Universal,Sim,Gasol.,3,260000,6,Automatico,4x4,45,17,Cinza,8,16621,4
HONDA,Civic,2017,Sedan,Sim,GASOLI,1.5,19539,4,Automatico,Dianteira,45,13,Preto,4,66482,5
NISSAN,Altima,2015,Sedan,o,gasoli,2.5,14500,4,Automatico,Traseira,45,3,Preto,10,23207,4
TOYOTA,Corolla spacio,1998,Hatchback,o,Gasoli,1.6,299999,4,Automatico,Dianteira,45,3,Branco,0,1700,3
HYUNDAI,Elantra,2011,Sedan,Sim,GASOLI,2,233720,4,Automatico,Dianteira,45,1,Preto,12,220,5
NISSAN,Altima,2012,Sedan,Sim,Gasol.,2.5,,4,Automatico,Dianteira,45,11,Preto,12,862,3
TOYOTA,Camry XV50,2014,Sedan,Sim,Gasoli,2.5,193280,4,Automatico,Dianteira,45,7,Preto,12,27598,5
MERCEDESBENZ,E 350,2011,Sedan,Sim,Diesel,3.5,230696,6,Automatico,4x4,45,30,Preto,12,627,3
CHEVROLET,Equinox,2016,SUV,Sim,Gasoli,2.4,0,4,Automatico,Dianteira,45,17,Prata,12,1254,2
NISSAN,March,2004,Hatchback,o,Gasoli,1.2,,4,Automatico,Dianteira,45,17,Vermelho,2,5959,5
HYUNDAI,H1,2016,Universal,Sim,Diesel,2.5,133014,4,Automatico,Dianteira,45,28,Prata,4,43655,2
